Order,Family,Subfamily,Genus,Species,Type Species?,Exemplar Accession Number,Exemplar Isolate,Genome Composition,Last Change,MSL of Last Change,Proposal,Taxon History URL
Unassigned,Closteroviridae,,Unassigned,Olive leaf yellowing-associated virus,0,,,ssRNA(+),"New,",26,2012.003aP.A.v1.Closteroviridae-5spres,ICTVonline=20152406
Unassigned,Closteroviridae,,Velarivirus,Cordyline virus 1,0,HM588723,Kahaluu-1 ,ssRNA(+),"New,",28,2012.001a-fP.A.v7.Velarivirus,ICTVonline=20152409
Unassigned,Closteroviridae,,Velarivirus,Cordyline virus 2,0,Partial genomic RNA (JQ599282),SJ1,ssRNA(+),"New,",30,2015.024a-cP.A.v2.Closteroviridae_5sp,ICTVonline=20152412
Unassigned,Closteroviridae,,Velarivirus,Cordyline virus 3,0,Partial genomic RNA (JQ599283),SJ1,ssRNA(+),"New,",30,2015.024a-cP.A.v2.Closteroviridae_5sp,ICTVonline=20152413
Unassigned,Closteroviridae,,Velarivirus,Cordyline virus 4,0,Partial genomic RNA (JQ599284),SJ1,ssRNA(+),"New,",30,2015.024a-cP.A.v2.Closteroviridae_5sp,ICTVonline=20152414
Unassigned,Closteroviridae,,Velarivirus,Grapevine leafroll-associated virus 7,1,HE588185,AA42 ,ssRNA(+),"Moved,",28,2012.001a-fP.A.v7.Velarivirus,ICTVonline=20152410
Unassigned,Closteroviridae,,Velarivirus,Little cherry virus 1,0,Y10237,UW2,ssRNA(+),"Moved,",28,2012.001a-fP.A.v7.Velarivirus,ICTVonline=20152411
Unassigned,Corticoviridae,,Corticovirus,Pseudoalteromonas virus PM2,1,,,dsDNA,"Renamed,",30,2015.025aB.A.v4.phagesp_ren,ICTVonline=20152418
Unassigned,Cystoviridae,,Cystovirus,Pseudomonas virus phi6,1,,,dsRNA,"Renamed,",30,2015.025aB.A.v4.phagesp_ren,ICTVonline=20152422
Unassigned,Endornaviridae,,Endornavirus,Basella alba endornavirus 1,0,AB844265,Rubra,dsRNA,"New,",30,2015.019aP.A.v2.Endornavirus_spa,ICTVonline=20152434
Unassigned,Endornaviridae,,Endornavirus,Bell pepper endornavirus,0,JN019858,BPEV-YW ,dsRNA,"New,",27,2012.014aP.A.v3.Endornavirus-sp,ICTVonline=20152426
Unassigned,Endornaviridae,,Endornavirus,Helicobasidium mompa endornavirus 1,0,AB218287,1-670,dsRNA,"New,",25,2006.021P.v2.EndornaSp,ICTVonline=20152427
Unassigned,Endornaviridae,,Endornavirus,Oryza rufipogon endornavirus,0,AB014344,W-1714,dsRNA,"Moved,",24,2006.019-20P.04.Endornaviridae,ICTVonline=20152428
Unassigned,Endornaviridae,,Endornavirus,Oryza sativa endornavirus,0,D32136,Fukuhara,dsRNA,"Moved,",24,2006.019-20P.04.Endornaviridae,ICTVonline=20152429
Unassigned,Endornaviridae,,Endornavirus,Persea americana endornavirus 1,0,JN880414,Fuerte,dsRNA,"New,",30,2015.020aP.A.v1.Endornavirus_spb,ICTVonline=20152435
Unassigned,Endornaviridae,,Endornavirus,Phaseolus vulgaris endornavirus 1,0,AB719397,Brazil ,dsRNA,"Renamed,",28,"2013.008a,bP.A.v2.Endornavirus_sp,ren",ICTVonline=20152430
Unassigned,Endornaviridae,,Endornavirus,Phaseolus vulgaris endornavirus 2,0,AB719398,Brazil ,dsRNA,"New,",28,"2013.008a,bP.A.v2.Endornavirus_sp,ren",ICTVonline=20152431
Unassigned,Endornaviridae,,Endornavirus,Phytophthora endornavirus 1,0,AJ877914,USA:Oregon,dsRNA,"New,",25,2006.021P.v2.EndornaSp,ICTVonline=20152432
Unassigned,Endornaviridae,,Endornavirus,Sclerotinia sclerotiorum endornavirus 1,0,KJ123645,11691,dsRNA,"New,",30,2015.022aP.A.v1.Endornavirus_spd,ICTVonline=20152437
Unassigned,Endornaviridae,,Endornavirus,Vicia faba endornavirus,1,AJ000929,cv. 447,dsRNA,"Moved,",24,2006.019-20P.04.Endornaviridae,ICTVonline=20152433
Unassigned,Endornaviridae,,Endornavirus,Yerba mate endornavirus 1,0,KJ634409,INTA,dsRNA,"New,",30,2015.021aP.A.v1.Endornavirus_spc,ICTVonline=20152436
Unassigned,Flaviviridae,,Flavivirus,Apoi virus,0,,,ssRNA(+),"Moved,",9,Ratification_1984,ICTVonline=20152441
Unassigned,Flaviviridae,,Flavivirus,Aroa virus,0,,,ssRNA(+),"New,",18,ICTV 7th Report,ICTVonline=20152442
Unassigned,Flaviviridae,,Flavivirus,Bagaza virus,0,,,ssRNA(+),"Moved,",9,Ratification_1984,ICTVonline=20152443
Unassigned,Flaviviridae,,Flavivirus,Banzi virus,0,,,ssRNA(+),"Moved,",9,Ratification_1984,ICTVonline=20152444
Unassigned,Flaviviridae,,Flavivirus,Bouboui virus,0,,,ssRNA(+),"Moved,",9,Ratification_1984,ICTVonline=20152445
Unassigned,Flaviviridae,,Flavivirus,Bukalasa bat virus,0,,,ssRNA(+),"Moved,",9,Ratification_1984,ICTVonline=20152446
Unassigned,Flaviviridae,,Flavivirus,Cacipacore virus,0,,,ssRNA(+),"New,",18,ICTV 7th Report,ICTVonline=20152447
Unassigned,Flaviviridae,,Flavivirus,Carey Island virus,0,,,ssRNA(+),"Moved,",9,Ratification_1984,ICTVonline=20152448
Unassigned,Flaviviridae,,Flavivirus,Cowbone Ridge virus,0,,,ssRNA(+),"Moved,",9,Ratification_1984,ICTVonline=20152449
Unassigned,Flaviviridae,,Flavivirus,Dakar bat virus,0,,,ssRNA(+),"Moved,",9,Ratification_1984,ICTVonline=20152450
Unassigned,Flaviviridae,,Flavivirus,Dengue virus,0,,,ssRNA(+),"Merged,",18,ICTV 7th Report,ICTVonline=20152451
Unassigned,Flaviviridae,,Flavivirus,Edge Hill virus,0,,,ssRNA(+),"Renamed,",12,ICTV 5th Report,ICTVonline=20152452
Unassigned,Flaviviridae,,Flavivirus,Entebbe bat virus,0,,,ssRNA(+),"Moved,",9,Ratification_1984,ICTVonline=20152453
Unassigned,Flaviviridae,,Flavivirus,Gadgets Gully virus,0,,,ssRNA(+),"New,",18,ICTV 7th Report,ICTVonline=20152454
Unassigned,Flaviviridae,,Flavivirus,Ilheus virus,0,,,ssRNA(+),"New,",18,ICTV 7th Report,ICTVonline=20152455
Unassigned,Flaviviridae,,Flavivirus,Israel turkey meningoencephalomyelitis virus,0,,,ssRNA(+),"Renamed,",18,ICTV 7th Report,ICTVonline=20152456
Unassigned,Flaviviridae,,Flavivirus,Japanese encephalitis virus,0,,,ssRNA(+),"Moved,",9,Ratification_1984,ICTVonline=20152457
Unassigned,Flaviviridae,,Flavivirus,Jugra virus,0,,,ssRNA(+),"New,",18,ICTV 7th Report,ICTVonline=20152458
Unassigned,Flaviviridae,,Flavivirus,Jutiapa virus,0,,,ssRNA(+),"Moved,",9,Ratification_1984,ICTVonline=20152459
Unassigned,Flaviviridae,,Flavivirus,Kadam virus,0,,,ssRNA(+),"New,",18,ICTV 7th Report,ICTVonline=20152460
Unassigned,Flaviviridae,,Flavivirus,Kedougou virus,0,,,ssRNA(+),"New,",18,ICTV 7th Report,ICTVonline=20152461
Unassigned,Flaviviridae,,Flavivirus,Kokobera virus,0,,,ssRNA(+),"Merged,",18,ICTV 7th Report,ICTVonline=20152462
Unassigned,Flaviviridae,,Flavivirus,Koutango virus,0,,,ssRNA(+),"Moved,",9,Ratification_1984,ICTVonline=20152463
Unassigned,Flaviviridae,,Flavivirus,Kyasanur Forest disease virus,0,,,ssRNA(+),"Moved,",9,Ratification_1984,ICTVonline=20152464
Unassigned,Flaviviridae,,Flavivirus,Langat virus,0,,,ssRNA(+),"Moved,",9,Ratification_1984,ICTVonline=20152465
Unassigned,Flaviviridae,,Flavivirus,Louping ill virus,0,,,ssRNA(+),"Moved,",9,Ratification_1984,ICTVonline=20152466
Unassigned,Flaviviridae,,Flavivirus,Meaban virus,0,,,ssRNA(+),"New,",12,ICTV 5th Report,ICTVonline=20152467
Unassigned,Flaviviridae,,Flavivirus,Modoc virus,0,,,ssRNA(+),"Moved,",9,Ratification_1984,ICTVonline=20152468
Unassigned,Flaviviridae,,Flavivirus,Montana myotis leukoencephalitis virus,0,,,ssRNA(+),"New,",18,ICTV 7th Report,ICTVonline=20152469
Unassigned,Flaviviridae,,Flavivirus,Murray Valley encephalitis virus,0,,,ssRNA(+),"Merged,",18,ICTV 7th Report,ICTVonline=20152470
Unassigned,Flaviviridae,,Flavivirus,Ntaya virus,0,,,ssRNA(+),"Moved,",9,Ratification_1984,ICTVonline=20152471
Unassigned,Flaviviridae,,Flavivirus,Omsk hemorrhagic fever virus,0,,,ssRNA(+),"Moved,",9,Ratification_1984,ICTVonline=20152472
Unassigned,Flaviviridae,,Flavivirus,Phnom Penh bat virus,0,,,ssRNA(+),"Moved,",9,Ratification_1984,ICTVonline=20152473
Unassigned,Flaviviridae,,Flavivirus,Powassan virus,0,,,ssRNA(+),"Moved,",9,Ratification_1984,ICTVonline=20152474
Unassigned,Flaviviridae,,Flavivirus,Rio Bravo virus,0,,,ssRNA(+),"Moved,",9,Ratification_1984,ICTVonline=20152475
Unassigned,Flaviviridae,,Flavivirus,Royal Farm virus,0,,,ssRNA(+),"Merged,",18,ICTV 7th Report,ICTVonline=20152476
Unassigned,Flaviviridae,,Flavivirus,Saboya virus,0,,,ssRNA(+),"Moved,",9,Ratification_1984,ICTVonline=20152477
Unassigned,Flaviviridae,,Flavivirus,Sal Vieja virus,0,,,ssRNA(+),"Renamed,",14,ICTV 6th Report,ICTVonline=20152478
Unassigned,Flaviviridae,,Flavivirus,San Perlita virus,0,,,ssRNA(+),"New,",12,ICTV 5th Report,ICTVonline=20152479
Unassigned,Flaviviridae,,Flavivirus,Saumarez Reef virus,0,,,ssRNA(+),"Moved,",9,Ratification_1984,ICTVonline=20152480
Unassigned,Flaviviridae,,Flavivirus,Sepik virus,0,,,ssRNA(+),"New,",18,ICTV 7th Report,ICTVonline=20152481
Unassigned,Flaviviridae,,Flavivirus,St. Louis encephalitis virus,0,,,ssRNA(+),"Renamed,",12,ICTV 5th Report,ICTVonline=20152482
Unassigned,Flaviviridae,,Flavivirus,Tembusu virus,0,,,ssRNA(+),"Moved,",9,Ratification_1984,ICTVonline=20152483
Unassigned,Flaviviridae,,Flavivirus,Tick-borne encephalitis virus,0,,,ssRNA(+),"Moved,",9,Ratification_1984,ICTVonline=20152484
Unassigned,Flaviviridae,,Flavivirus,Tyuleniy virus,0,,,ssRNA(+),"Moved,",9,Ratification_1984,ICTVonline=20152485
Unassigned,Flaviviridae,,Flavivirus,Uganda S virus,0,,,ssRNA(+),"Moved,",9,Ratification_1984,ICTVonline=20152486
Unassigned,Flaviviridae,,Flavivirus,Usutu virus,0,,,ssRNA(+),"Moved,",9,Ratification_1984,ICTVonline=20152487
Unassigned,Flaviviridae,,Flavivirus,Wesselsbron virus,0,,,ssRNA(+),"New,",18,ICTV 7th Report,ICTVonline=20152488
Unassigned,Flaviviridae,,Flavivirus,West Nile virus,0,,,ssRNA(+),"Merged,",18,ICTV 7th Report,ICTVonline=20152489
Unassigned,Flaviviridae,,Flavivirus,Yaounde virus,0,,,ssRNA(+),"New,",18,ICTV 7th Report,ICTVonline=20152490
Unassigned,Flaviviridae,,Flavivirus,Yellow fever virus,1,,,ssRNA(+),"Moved,",9,Ratification_1984,ICTVonline=20152491
Unassigned,Flaviviridae,,Flavivirus,Yokose virus,0,,,ssRNA(+),"Renamed,",18,ICTV 7th Report,ICTVonline=20152492
Unassigned,Flaviviridae,,Flavivirus,Zika virus,0,,,ssRNA(+),"New,",18,ICTV 7th Report,ICTVonline=20152493
Unassigned,Flaviviridae,,Hepacivirus,Hepatitis C virus,1,,,ssRNA(+),"Moved,",15,Ratification_1996,ICTVonline=20152495
Unassigned,Flaviviridae,,Pegivirus,Pegivirus A,1,,,ssRNA(+),"New,Assigned as Type Species,",27,2012.011a-dV.A.v2.Pegivirus,ICTVonline=20152497
Unassigned,Flaviviridae,,Pegivirus,Pegivirus B,0,,,ssRNA(+),"New,",27,2012.011a-dV.A.v2.Pegivirus,ICTVonline=20152498
Unassigned,Flaviviridae,,Pestivirus,Border disease virus,0,,,ssRNA(+),"Moved,",11,Ratification_1990,ICTVonline=20152500
Unassigned,Flaviviridae,,Pestivirus,Bovine viral diarrhea virus 1,1,,,ssRNA(+),"Split,",18,ICTV 7th Report,ICTVonline=20152501
Unassigned,Flaviviridae,,Pestivirus,Bovine viral diarrhea virus 2,0,,,ssRNA(+),"Split,",18,ICTV 7th Report,ICTVonline=20152502
Unassigned,Flaviviridae,,Pestivirus,Classical swine fever virus,0,,,ssRNA(+),"Renamed,",18,ICTV 7th Report,ICTVonline=20152503
Unassigned,Fuselloviridae,,Alphafusellovirus,Sulfolobus spindle-shaped virus 1,1,X07234,,dsDNA,"Moved,",27,2011.001a-fB.A.v3.Betafusellovirus,ICTVonline=20152507
Unassigned,Fuselloviridae,,Alphafusellovirus,Sulfolobus spindle-shaped virus 2,0,AY370762,,dsDNA,"New,",27,2011.001a-fB.A.v3.Betafusellovirus,ICTVonline=20152508
Unassigned,Fuselloviridae,,Alphafusellovirus,Sulfolobus spindle-shaped virus 4,0,EU030938,,dsDNA,"New,",27,2011.001a-fB.A.v3.Betafusellovirus,ICTVonline=20152509
Unassigned,Fuselloviridae,,Alphafusellovirus,Sulfolobus spindle-shaped virus 5,0,EU030939,,dsDNA,"New,",27,2011.001a-fB.A.v3.Betafusellovirus,ICTVonline=20152510
Unassigned,Fuselloviridae,,Alphafusellovirus,Sulfolobus spindle-shaped virus 7,0,FJ870916,,dsDNA,"New,",27,2011.001a-fB.A.v3.Betafusellovirus,ICTVonline=20152511
Unassigned,Fuselloviridae,,Alphafusellovirus,Sulfolobus spindle-shaped virus 8,0,AY388628,,dsDNA,"New,",27,2011.001a-fB.A.v3.Betafusellovirus,ICTVonline=20152512
Unassigned,Fuselloviridae,,Alphafusellovirus,Sulfolobus spindle-shaped virus 9,0,AY423772,,dsDNA,"New,",27,2011.001a-fB.A.v3.Betafusellovirus,ICTVonline=20152513
Unassigned,Fuselloviridae,,Betafusellovirus,Acidianus spindle-shaped virus 1,0,FJ870917,,dsDNA,"New,",27,2011.001a-fB.A.v3.Betafusellovirus,ICTVonline=20152515
Unassigned,Fuselloviridae,,Betafusellovirus,Sulfolobus spindle-shaped virus 6,1,FJ870915,,dsDNA,"New,Assigned as Type Species,",27,2011.001a-fB.A.v3.Betafusellovirus,ICTVonline=20152516
Unassigned,Geminiviridae,,Becurtovirus,Beet curly top Iran virus,1,,,ssDNA(+/-),"Moved,Assigned as Type Species,",27,2012.018a-pP.A.v4.Geminiviridae,ICTVonline=20152520
Unassigned,Geminiviridae,,Becurtovirus,Spinach curly top Arizona virus,0,,,ssDNA(+/-),"New,",27,2012.018a-pP.A.v4.Geminiviridae,ICTVonline=20152521
Unassigned,Geminiviridae,,Begomovirus,Abutilon golden mosaic virus,0,Abutilon golden mosaic virus - [Mexico:Yucatan:2007],,ssDNA(+/-),"New,",30,"2015.015a,bP.A.v3.Begomovirus_sprem",ICTVonline=20152811
Unassigned,Geminiviridae,,Begomovirus,Abutilon mosaic Bolivia virus,0,,,ssDNA(+/-),"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",ICTVonline=20152524
Unassigned,Geminiviridae,,Begomovirus,Abutilon mosaic Brazil virus,0,,,ssDNA(+/-),"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",ICTVonline=20152525
Unassigned,Geminiviridae,,Begomovirus,Abutilon mosaic virus,0,,,ssDNA(+/-),"Moved,",16,Ratification_1997,ICTVonline=20152526
Unassigned,Geminiviridae,,Begomovirus,African cassava mosaic virus,0,,,ssDNA(+/-),"Moved,",16,Ratification_1997,ICTVonline=20152527
Unassigned,Geminiviridae,,Begomovirus,Ageratum enation virus,0,,,ssDNA(+/-),"New,",22,2002.P108-109.Geminiviridae,ICTVonline=20152528
Unassigned,Geminiviridae,,Begomovirus,Ageratum leaf curl virus,0,,,ssDNA(+/-),"New,",24,2005.002P.04.Begomo,ICTVonline=20152530
Unassigned,Geminiviridae,,Begomovirus,Ageratum yellow vein Hualian virus,0,,,ssDNA(+/-),"New,",24,2007.001P.04.GeminiSp43,ICTVonline=20152531
Unassigned,Geminiviridae,,Begomovirus,Ageratum yellow vein Sri Lanka virus,0,,,ssDNA(+/-),"New,",22,2002.P108-109.Geminiviridae,ICTVonline=20152532
Unassigned,Geminiviridae,,Begomovirus,Ageratum yellow vein virus,0,,,ssDNA(+/-),"Merged,Renamed,",24,2007.002P.04.Remove6GeminiSp,ICTVonline=20152533
Unassigned,Geminiviridae,,Begomovirus,Allamanda leaf curl virus,0,,,ssDNA(+/-),"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",ICTVonline=20152534
Unassigned,Geminiviridae,,Begomovirus,Alternanthera yellow vein virus,0,,,ssDNA(+/-),"New,",24,2006.001P.04.GeminiSp revised 06.08,ICTVonline=20152535
Unassigned,Geminiviridae,,Begomovirus,Bean calico mosaic virus,0,,,ssDNA(+/-),"Moved,",16,Ratification_1997,ICTVonline=20152536
Unassigned,Geminiviridae,,Begomovirus,Bean chlorosis virus,0,,,ssDNA(+/-),"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",ICTVonline=20152537
Unassigned,Geminiviridae,,Begomovirus,Bean dwarf mosaic virus,0,,,ssDNA(+/-),"Moved,",16,Ratification_1997,ICTVonline=20152538
Unassigned,Geminiviridae,,Begomovirus,Bean golden mosaic virus,0,,,ssDNA(+/-),"Renamed,",23,ICTV 8th Report,ICTVonline=20152539
Unassigned,Geminiviridae,,Begomovirus,Bean golden yellow mosaic virus,1,,,ssDNA(+/-),"Renamed,",23,ICTV 8th Report,ICTVonline=20152540
Unassigned,Geminiviridae,,Begomovirus,Bean yellow mosaic Mexico virus,0,,,ssDNA(+/-),"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",ICTVonline=20152541
Unassigned,Geminiviridae,,Begomovirus,Bhendi yellow vein Bhubhaneswar virus,0,,,ssDNA(+/-),"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",ICTVonline=20152542
Unassigned,Geminiviridae,,Begomovirus,Bhendi yellow vein Haryana virus,0,,,ssDNA(+/-),"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",ICTVonline=20152543
Unassigned,Geminiviridae,,Begomovirus,Bhendi yellow vein mosaic virus,0,,,ssDNA(+/-),"Moved,",16,Ratification_1997,ICTVonline=20152545
Unassigned,Geminiviridae,,Begomovirus,Blainvillea yellow spot virus,0,,,ssDNA(+/-),"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",ICTVonline=20152547
Unassigned,Geminiviridae,,Begomovirus,Blechum interveinal chlorosis virus,0,,,ssDNA(+/-),"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",ICTVonline=20152548
Unassigned,Geminiviridae,,Begomovirus,Boerhavia yellow spot virus,0,,,ssDNA(+/-),"New,",24,2007.001P.04.GeminiSp43,ICTVonline=20152549
Unassigned,Geminiviridae,,Begomovirus,Cabbage leaf curl Jamaica virus,0,,,ssDNA(+/-),"New,",24,2006.001P.04.GeminiSp revised 06.08,ICTVonline=20152550
Unassigned,Geminiviridae,,Begomovirus,Cabbage leaf curl virus,0,,,ssDNA(+/-),"New,",22,2002.P108-109.Geminiviridae,ICTVonline=20152551
Unassigned,Geminiviridae,,Begomovirus,Capraria yellow spot virus,0,Capraria yellow spot virus - [Mexico:Yucatan:Conkal:2007],,ssDNA(+/-),"New,",30,"2015.015a,bP.A.v3.Begomovirus_sprem",ICTVonline=20152812
Unassigned,Geminiviridae,,Begomovirus,Cassava mosaic Madagascar virus,0,Cassava mosaic Madagascar virus - [Madgascar:Toliary:2006],,ssDNA(+/-),"New,",30,"2015.015a,bP.A.v3.Begomovirus_sprem",ICTVonline=20152813
Unassigned,Geminiviridae,,Begomovirus,Catharanthus yellow mosaic virus,0,Catharanthus yellow mosaic virus - [Pakistan:Lahore:KN4],,ssDNA(+/-),"New,",30,"2015.015a,bP.A.v3.Begomovirus_sprem",ICTVonline=20152814
Unassigned,Geminiviridae,,Begomovirus,Centrosema yellow spot virus,0,,,ssDNA(+/-),"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",ICTVonline=20152552
Unassigned,Geminiviridae,,Begomovirus,Chayote yellow mosaic virus,0,,,ssDNA(+/-),"Renamed,",23,ICTV 8th Report,ICTVonline=20152553
Unassigned,Geminiviridae,,Begomovirus,Chenopodium leaf curl virus,0,Chenopodium leaf curl virus - [USA:Florida:Citra:2007],,ssDNA(+/-),"New,",30,"2015.015a,bP.A.v3.Begomovirus_sprem",ICTVonline=20152815
Unassigned,Geminiviridae,,Begomovirus,Chilli leaf curl India virus,0,Chilli leaf curl India virus - [India:2008],,ssDNA(+/-),"New,",30,"2015.015a,bP.A.v3.Begomovirus_sprem",ICTVonline=20152816
Unassigned,Geminiviridae,,Begomovirus,Chilli leaf curl Kanpur virus,0,Chilli leaf curl Kanpur virus [India:Kanpur:2008],,ssDNA(+/-),"New,",30,"2015.015a,bP.A.v3.Begomovirus_sprem",ICTVonline=20152817
Unassigned,Geminiviridae,,Begomovirus,Chilli leaf curl Vellanad virus,0,Chilli leaf curl Vellanad virus - [India:Vellanad:2008],,ssDNA(+/-),"New,",30,"2015.015a,bP.A.v3.Begomovirus_sprem",ICTVonline=20152818
Unassigned,Geminiviridae,,Begomovirus,Chilli leaf curl virus,0,,,ssDNA(+/-),"New,",22,2002.P108-109.Geminiviridae,ICTVonline=20152554
Unassigned,Geminiviridae,,Begomovirus,Chino del tomate Amazonas virus,0,,,ssDNA(+/-),"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",ICTVonline=20152555
Unassigned,Geminiviridae,,Begomovirus,Chino del tomate virus,0,,,ssDNA(+/-),"Renamed,",22,2002.P110.Geminiviridae,ICTVonline=20152556
Unassigned,Geminiviridae,,Begomovirus,Cleome golden mosaic virus,0,,,ssDNA(+/-),"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",ICTVonline=20152557
Unassigned,Geminiviridae,,Begomovirus,Cleome leaf crumple virus,0,,,ssDNA(+/-),"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",ICTVonline=20152558
Unassigned,Geminiviridae,,Begomovirus,Clerodendron golden mosaic virus,0,,,ssDNA(+/-),"New,",24,2007.001P.04.GeminiSp43,ICTVonline=20152559
Unassigned,Geminiviridae,,Begomovirus,Clerodendron yellow mosaic virus,0,Clerodendron yellow mosaic virus - [India:Iari:2006],,ssDNA(+/-),"New,",30,"2015.015a,bP.A.v3.Begomovirus_sprem",ICTVonline=20152819
Unassigned,Geminiviridae,,Begomovirus,Clerodendrum golden mosaic China virus,0,Clerodendrum golden mosaic China virus - [China:Fuzhou 7:2007],,ssDNA(+/-),"New,",30,"2015.015a,bP.A.v3.Begomovirus_sprem",ICTVonline=20152820
Unassigned,Geminiviridae,,Begomovirus,Clerodendrum golden mosaic Jiangsu virus,0,Clerodendrum golden mosaic Jiangsu virus - [China:Jiangsu XY2:2008],,ssDNA(+/-),"New,",30,"2015.015a,bP.A.v3.Begomovirus_sprem",ICTVonline=20152821
Unassigned,Geminiviridae,,Begomovirus,Corchorus golden mosaic virus,0,,,ssDNA(+/-),"New,",24,2007.001P.04.GeminiSp43,ICTVonline=20152560
Unassigned,Geminiviridae,,Begomovirus,Corchorus yellow spot virus,0,,,ssDNA(+/-),"New,",24,2007.001P.04.GeminiSp43,ICTVonline=20152561
Unassigned,Geminiviridae,,Begomovirus,Corchorus yellow vein mosaic virus,0,Corchorus yellow vein mosaic virus - [India:Maharashtra:2011],,ssDNA(+/-),"New,",30,"2015.015a,bP.A.v3.Begomovirus_sprem",ICTVonline=20152822
Unassigned,Geminiviridae,,Begomovirus,Corchorus yellow vein virus,0,,,ssDNA(+/-),"Renamed,",26,"2011.006a,bP.A.v1_Begomo_rem,ren_Sp",ICTVonline=20152562
Unassigned,Geminiviridae,,Begomovirus,Cotton chlorotic spot virus,0,Cotton chlorotic spot virus - [Brazil:Campina Grande B012:2009],,ssDNA(+/-),"New,",30,"2015.015a,bP.A.v3.Begomovirus_sprem",ICTVonline=20152823
Unassigned,Geminiviridae,,Begomovirus,Cotton leaf crumple virus,0,,,ssDNA(+/-),"Moved,",16,Ratification_1997,ICTVonline=20152563
Unassigned,Geminiviridae,,Begomovirus,Cotton leaf curl Alabad virus,0,,,ssDNA(+/-),"New,",22,2002.P108-109.Geminiviridae,ICTVonline=20152564
Unassigned,Geminiviridae,,Begomovirus,Cotton leaf curl Bangalore virus,0,,,ssDNA(+/-),"New,",24,2006.001P.04.GeminiSp revised 06.08,ICTVonline=20152565
Unassigned,Geminiviridae,,Begomovirus,Cotton leaf curl Gezira virus,0,,,ssDNA(+/-),"New,",22,2002.P108-109.Geminiviridae,ICTVonline=20152566
Unassigned,Geminiviridae,,Begomovirus,Cotton leaf curl Kokhran virus,0,,,ssDNA(+/-),"New,",22,2002.P108-109.Geminiviridae,ICTVonline=20152567
Unassigned,Geminiviridae,,Begomovirus,Cotton leaf curl Multan virus,0,,,ssDNA(+/-),"Merged,",24,2007.002P.04.Remove6GeminiSp,ICTVonline=20152568
Unassigned,Geminiviridae,,Begomovirus,Cowpea golden mosaic virus,0,,,ssDNA(+/-),"New,",17,Ratification_1998,ICTVonline=20152569
Unassigned,Geminiviridae,,Begomovirus,Crassocephalum yellow vein virus,0,Crassocephalum yellow vein virus - [China:Jinhong:2005],,ssDNA(+/-),"New,",30,"2015.015a,bP.A.v3.Begomovirus_sprem",ICTVonline=20152824
Unassigned,Geminiviridae,,Begomovirus,Croton yellow vein mosaic virus,0,,,ssDNA(+/-),"New,",22,2003.P009-012.Begomovirus,ICTVonline=20152570
Unassigned,Geminiviridae,,Begomovirus,Cucurbit leaf crumple virus,0,,,ssDNA(+/-),"Renamed,",26,"2011.006a,bP.A.v1_Begomo_rem,ren_Sp",ICTVonline=20152571
Unassigned,Geminiviridae,,Begomovirus,Dalechampia chlorotic mosaic virus,0,,,ssDNA(+/-),"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",ICTVonline=20152572
Unassigned,Geminiviridae,,Begomovirus,Datura leaf distortion virus,0,,,ssDNA(+/-),"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",ICTVonline=20152573
Unassigned,Geminiviridae,,Begomovirus,Desmodium leaf distortion virus,0,,,ssDNA(+/-),"New,",24,2007.001P.04.GeminiSp43,ICTVonline=20152574
Unassigned,Geminiviridae,,Begomovirus,Dicliptera yellow mottle Cuba virus,0,,,ssDNA(+/-),"New,",24,2007.001P.04.GeminiSp43,ICTVonline=20152575
Unassigned,Geminiviridae,,Begomovirus,Dicliptera yellow mottle virus,0,,,ssDNA(+/-),"New,",22,2002.P108-109.Geminiviridae,ICTVonline=20152576
Unassigned,Geminiviridae,,Begomovirus,Dolichos yellow mosaic virus,0,,,ssDNA(+/-),"New,",23,ICTV 8th Report,ICTVonline=20152577
Unassigned,Geminiviridae,,Begomovirus,East African cassava mosaic Cameroon virus,0,,,ssDNA(+/-),"New,",22,2002.P108-109.Geminiviridae,ICTVonline=20152578
Unassigned,Geminiviridae,,Begomovirus,East African cassava mosaic Kenya virus,0,,,ssDNA(+/-),"New,",24,2006.001P.04.GeminiSp revised 06.08,ICTVonline=20152579
Unassigned,Geminiviridae,,Begomovirus,East African cassava mosaic Malawi virus,0,,,ssDNA(+/-),"New,",22,2002.P108-109.Geminiviridae,ICTVonline=20152580
Unassigned,Geminiviridae,,Begomovirus,East African cassava mosaic virus,0,,,ssDNA(+/-),"New,",17,Ratification_1998,ICTVonline=20152581
